Shipment_ID,Supplier_ID,Transport_Mode,Distance_KM,Weight_Tons,Order_Qty,Urgency
SHP_07996,SUP_040,Road,226,14.99,564,Standard
SHP_07997,SUP_008,Road,1128,5.62,237,Low
SHP_07998,SUP_017,Road,1990,16.54,613,Critical
SHP_07999,SUP_003,Ocean,3366,19.85,769,Standard
SHP_08000,SUP_017,Air,5747,3.17,808,Low
SHP_08001,SUP_013,Rail,1929,15.86,337,Critical
SHP_08002,SUP_042,Rail,765,9.9,842,Critical
SHP_08003,SUP_050,Air,4723,19.26,463,Critical
SHP_08004,SUP_005,Ocean,6731,4.79,835,Critical
SHP_08005,SUP_004,Rail,923,19.92,720,Critical
SHP_08006,SUP_017,Road,1771,13.95,118,Low
SHP_08007,SUP_018,Rail,204,6.94,136,Low
SHP_08008,SUP_038,Road,692,15.58,647,Critical
SHP_08009,SUP_044,Rail,461,13.05,438,Critical
SHP_08010,SUP_017,Air,5141,14.4,913,Standard
SHP_08011,SUP_042,Ocean,1622,2.87,265,Critical
SHP_08012,SUP_006,Road,1424,18.62,113,Standard
SHP_08013,SUP_026,Rail,562,10.22,878,Critical
SHP_08014,SUP_042,Road,1853,11.43,783,Low
SHP_08015,SUP_008,Rail,1942,12.65,210,Critical
SHP_08016,SUP_017,Rail,341,7.99,308,Low
SHP_08017,SUP_017,Road,353,1.21,360,Critical
SHP_08018,SUP_001,Rail,528,17.41,980,Standard
SHP_08019,SUP_007,Road,1254,13.27,882,Critical
SHP_08020,SUP_005,Ocean,1574,3.89,789,Critical
SHP_08021,SUP_028,Road,1739,18.79,287,Low
SHP_08022,SUP_030,Ocean,1565,16.98,130,Standard
SHP_08023,SUP_027,Ocean,1523,3.85,421,Critical
SHP_08024,SUP_046,Road,180,10.36,552,Critical
SHP_08025,SUP_050,Road,1767,14.73,463,Low
SHP_08026,SUP_023,Road,227,1.92,479,Critical
SHP_08027,SUP_026,Ocean,1089,12.03,355,Standard
SHP_08028,SUP_033,Road,1708,17.72,804,Critical
SHP_08029,SUP_029,Road,691,9.68,959,Low
SHP_08030,SUP_028,Ocean,7738,3.76,153,Low
SHP_08031,SUP_017,Road,336,17.51,297,Standard
SHP_08032,SUP_026,Rail,609,9.05,768,Critical
SHP_08033,SUP_043,Road,709,9.86,126,Critical
SHP_08034,SUP_012,Air,972,19.17,821,Low
SHP_08035,SUP_017,Rail,800,8.61,979,Standard
SHP_08036,SUP_015,Air,2485,6.32,267,Standard
SHP_08037,SUP_050,Road,713,6.09,769,Standard
SHP_08038,SUP_036,Ocean,6860,18.05,748,Critical
SHP_08039,SUP_036,Road,1206,5.08,649,Standard
SHP_08040,SUP_039,Ocean,7830,4.25,623,Low
SHP_08041,SUP_004,Ocean,1863,10.59,526,Low
SHP_08042,SUP_003,Road,1744,3.49,494,Low
SHP_08043,SUP_007,Air,6412,2.59,456,Standard
SHP_08044,SUP_039,Rail,1940,13.89,739,Low
SHP_08045,SUP_043,Road,1023,10.42,914,Standard
SHP_08046,SUP_026,Air,4286,13.73,870,Low
SHP_08047,SUP_030,Rail,333,3.91,338,Standard
SHP_08048,SUP_041,Air,3436,1.61,932,Standard
SHP_08049,SUP_023,Ocean,5669,2.87,531,Standard
SHP_08050,SUP_008,Air,2794,19.03,715,Critical
SHP_08051,SUP_048,Air,653,16.46,178,Critical
SHP_08052,SUP_036,Road,1459,14.44,876,Low
SHP_08053,SUP_034,Ocean,5147,17.68,903,Low
SHP_08054,SUP_015,Rail,1511,14.81,878,Low
SHP_08055,SUP_050,Ocean,4417,19.61,354,Standard
SHP_08056,SUP_013,Road,1002,5.02,842,Standard
SHP_08057,SUP_021,Road,1226,13.28,143,Standard
SHP_08058,SUP_029,Road,1809,13.14,213,Standard
SHP_08059,SUP_003,Road,1007,14.27,763,Critical
SHP_08060,SUP_034,Rail,1455,12.38,901,Critical
SHP_08061,SUP_033,Rail,1068,3.87,327,Standard
SHP_08062,SUP_042,Road,1637,8.58,656,Low
SHP_08063,SUP_021,Ocean,6928,7.63,586,Standard
SHP_08064,SUP_046,Road,1538,12.95,166,Critical
SHP_08065,SUP_029,Ocean,6300,4.89,904,Critical
SHP_08066,SUP_005,Air,3611,13.47,900,Standard
SHP_08067,SUP_013,Road,885,5.47,378,Critical
SHP_08068,SUP_008,Road,225,3.83,801,Low
SHP_08069,SUP_017,Road,1451,11.14,418,Critical
SHP_08070,SUP_002,Rail,121,18.5,644,Low
SHP_08071,SUP_012,Road,1682,17.58,280,Critical
SHP_08072,SUP_005,Road,1773,3.47,716,Low
SHP_08073,SUP_004,Rail,1352,14.71,406,Low
SHP_08074,SUP_009,Rail,160,17.55,125,Standard
SHP_08075,SUP_039,Ocean,7209,14.53,567,Standard
SHP_08076,SUP_011,Road,1938,2.69,690,Low
SHP_08077,SUP_037,Rail,1827,18.88,220,Low
SHP_08078,SUP_014,Rail,746,11.7,720,Standard
SHP_08079,SUP_022,Road,1217,16.3,434,Low
SHP_08080,SUP_031,Road,1487,18.96,621,Standard
SHP_08081,SUP_027,Road,432,1.7,391,Critical
SHP_08082,SUP_046,Air,3162,7.27,421,Low
SHP_08083,SUP_012,Road,642,12.96,383,Low
SHP_08084,SUP_046,Air,1755,19.82,454,Low
SHP_08085,SUP_008,Rail,1273,9.85,230,Low
SHP_08086,SUP_004,Rail,1256,1.62,301,Low
SHP_08087,SUP_050,Ocean,4481,19.72,125,Critical
SHP_08088,SUP_018,Rail,977,13.99,590,Critical
SHP_08089,SUP_039,Air,6392,5.51,964,Low
SHP_08090,SUP_022,Ocean,3001,6.91,578,Low
SHP_08091,SUP_049,Ocean,1982,11.84,412,Critical
SHP_08092,SUP_024,Road,107,19.55,574,Critical
SHP_08093,SUP_022,Rail,110,13.24,718,Low
SHP_08094,SUP_010,Ocean,723,13.94,739,Critical
SHP_08095,SUP_040,Road,1004,4.93,739,Standard
SHP_08096,SUP_023,Ocean,4076,6.91,209,Critical
SHP_08097,SUP_039,Air,7693,15.31,515,Standard
SHP_08098,SUP_028,Road,1503,1.18,244,Standard
SHP_08099,SUP_036,Road,103,12.71,898,Low
SHP_08100,SUP_014,Rail,308,5.94,155,Low
SHP_08101,SUP_028,Ocean,3083,3.38,453,Standard
SHP_08102,SUP_042,Ocean,4105,19.23,252,Critical
SHP_08103,SUP_002,Road,642,12.62,238,Low
SHP_08104,SUP_015,Air,6707,15.97,725,Standard
SHP_08105,SUP_050,Ocean,7565,12.96,652,Low
SHP_08106,SUP_041,Rail,618,10.68,921,Standard
SHP_08107,SUP_008,Road,583,15.83,363,Low
SHP_08108,SUP_033,Road,1797,5.23,652,Critical
SHP_08109,SUP_023,Rail,200,17.95,743,Low
SHP_08110,SUP_031,Rail,949,8.53,352,Low
SHP_08111,SUP_038,Road,1123,19.67,122,Standard
SHP_08112,SUP_024,Road,1633,5.47,906,Critical
SHP_08113,SUP_005,Ocean,2908,14.29,825,Low
SHP_08114,SUP_016,Rail,1261,12.73,748,Standard
SHP_08115,SUP_017,Road,874,3.74,714,Critical
SHP_08116,SUP_049,Road,339,17.71,180,Critical
SHP_08117,SUP_017,Rail,1952,19.41,827,Critical
SHP_08118,SUP_008,Road,485,9.88,627,Low
SHP_08119,SUP_049,Road,399,16.76,824,Standard
SHP_08120,SUP_015,Road,459,18.58,471,Standard
SHP_08121,SUP_022,Road,1892,6.06,717,Standard
SHP_08122,SUP_025,Rail,1138,3.77,324,Low
SHP_08123,SUP_007,Air,5913,14.68,271,Critical
SHP_08124,SUP_030,Rail,1690,7.11,488,Low
SHP_08125,SUP_050,Road,1099,15.18,504,Critical
SHP_08126,SUP_028,Air,2960,3.6,305,Critical
SHP_08127,SUP_030,Air,3557,4.21,280,Low
SHP_08128,SUP_049,Ocean,1696,3.02,100,Low
SHP_08129,SUP_011,Ocean,2512,10.66,608,Low
SHP_08130,SUP_027,Road,1795,19.07,183,Standard
SHP_08131,SUP_026,Rail,954,17.39,851,Low
SHP_08132,SUP_020,Rail,539,12.43,573,Critical
SHP_08133,SUP_016,Ocean,1610,19.99,401,Low
SHP_08134,SUP_045,Road,674,1.42,620,Low
SHP_08135,SUP_010,Rail,1690,5.56,167,Standard
SHP_08136,SUP_011,Air,7790,13.35,484,Critical
SHP_08137,SUP_025,Road,895,19.9,528,Standard
SHP_08138,SUP_030,Ocean,7468,9.79,873,Low
SHP_08139,SUP_028,Road,1746,11.97,578,Low
SHP_08140,SUP_039,Road,1170,2.65,333,Critical
SHP_08141,SUP_011,Air,6543,4.04,555,Low
SHP_08142,SUP_002,Rail,534,9.26,307,Low
SHP_08143,SUP_031,Rail,856,5.16,282,Critical
SHP_08144,SUP_044,Road,219,11.95,894,Critical
SHP_08145,SUP_046,Ocean,4890,13.1,470,Critical
SHP_08146,SUP_038,Air,4722,19.31,758,Standard
SHP_08147,SUP_033,Road,1851,3.26,320,Low
SHP_08148,SUP_030,Ocean,1179,17.02,554,Standard
SHP_08149,SUP_003,Road,1956,12.99,381,Critical
SHP_08150,SUP_015,Road,1450,13.44,423,Standard
SHP_08151,SUP_001,Road,708,19.25,893,Critical
SHP_08152,SUP_047,Ocean,3142,7.79,170,Critical
SHP_08153,SUP_009,Air,3955,1.29,644,Critical
SHP_08154,SUP_043,Ocean,4212,9.89,434,Standard
SHP_08155,SUP_048,Rail,919,1.09,338,Critical
SHP_08156,SUP_043,Road,409,3.03,939,Critical
SHP_08157,SUP_015,Rail,1225,10.86,289,Low
SHP_08158,SUP_033,Road,221,14.91,681,Standard
SHP_08159,SUP_021,Road,1239,7.78,510,Low
SHP_08160,SUP_024,Rail,1658,18.11,980,Critical
SHP_08161,SUP_012,Ocean,5099,3.29,102,Standard
SHP_08162,SUP_049,Air,4101,10.67,699,Low
SHP_08163,SUP_011,Road,1140,10.59,249,Low
SHP_08164,SUP_041,Road,187,17.13,186,Low
SHP_08165,SUP_034,Road,110,6.62,480,Critical
SHP_08166,SUP_017,Road,1637,7.94,171,Low
SHP_08167,SUP_008,Air,2355,12.49,145,Low
SHP_08168,SUP_031,Rail,1244,11.44,450,Standard
SHP_08169,SUP_012,Road,1010,10.09,380,Standard
SHP_08170,SUP_004,Road,1495,15.69,988,Low
SHP_08171,SUP_009,Ocean,7793,3.29,210,Low
SHP_08172,SUP_015,Ocean,2976,17.56,778,Low
SHP_08173,SUP_033,Road,489,10.8,899,Critical
SHP_08174,SUP_041,Road,1651,13.18,550,Critical
SHP_08175,SUP_010,Rail,1488,7.38,636,Standard
SHP_08176,SUP_044,Road,1158,10.44,912,Critical
SHP_08177,SUP_001,Road,855,17.25,635,Standard
SHP_08178,SUP_004,Rail,1503,13.28,266,Low
SHP_08179,SUP_018,Air,7068,17.31,156,Low
SHP_08180,SUP_044,Air,515,10.78,516,Critical
SHP_08181,SUP_014,Air,4825,9.01,427,Standard
SHP_08182,SUP_044,Road,250,19.16,629,Standard
SHP_08183,SUP_010,Air,3131,8.36,956,Standard
SHP_08184,SUP_031,Ocean,5291,14.31,687,Standard
SHP_08185,SUP_046,Road,1029,17.89,650,Standard
SHP_08186,SUP_047,Air,4614,19.08,785,Standard
SHP_08187,SUP_013,Road,479,2.64,979,Low
SHP_08188,SUP_032,Ocean,5498,17.54,613,Standard
SHP_08189,SUP_043,Road,478,7,221,Standard
SHP_08190,SUP_028,Road,750,3.81,415,Low
SHP_08191,SUP_043,Ocean,943,7.76,977,Standard
SHP_08192,SUP_016,Road,1484,12.09,968,Low
SHP_08193,SUP_039,Road,631,5,968,Standard
SHP_08194,SUP_010,Road,1182,4.11,159,Standard
SHP_08195,SUP_003,Road,1871,6.38,738,Low
SHP_08196,SUP_039,Road,1650,4.33,790,Low
SHP_08197,SUP_003,Rail,1825,17.38,938,Critical
SHP_08198,SUP_002,Road,845,19.5,138,Critical
SHP_08199,SUP_045,Rail,392,10.49,943,Low
SHP_08200,SUP_041,Air,3070,6.65,739,Critical
SHP_08201,SUP_009,Road,1982,3.72,733,Low
SHP_08202,SUP_047,Road,657,13.94,857,Standard
SHP_08203,SUP_033,Ocean,4395,5.53,184,Low
SHP_08204,SUP_027,Road,736,1.5,350,Critical
SHP_08205,SUP_002,Rail,567,14.94,891,Critical
SHP_08206,SUP_043,Road,1472,13.88,276,Standard
SHP_08207,SUP_011,Air,6009,5.85,318,Low
SHP_08208,SUP_013,Air,4324,5.6,815,Critical
SHP_08209,SUP_005,Road,1223,13.3,356,Low
SHP_08210,SUP_031,Road,966,15.68,154,Critical
SHP_08211,SUP_021,Road,509,9.14,360,Standard
SHP_08212,SUP_024,Rail,1406,18.72,811,Critical
SHP_08213,SUP_022,Air,6636,19.99,507,Critical
SHP_08214,SUP_038,Rail,1815,12.44,624,Low
SHP_08215,SUP_026,Road,866,12.46,926,Low
SHP_08216,SUP_030,Road,717,10.69,535,Low
SHP_08217,SUP_008,Rail,1218,4.9,309,Standard
SHP_08218,SUP_013,Road,1431,19.42,690,Low
SHP_08219,SUP_042,Road,1072,6.12,328,Critical
SHP_08220,SUP_002,Rail,1363,12.85,875,Standard
SHP_08221,SUP_023,Ocean,566,19.72,387,Low
SHP_08222,SUP_011,Road,1094,9.85,636,Standard
SHP_08223,SUP_035,Air,6792,13.59,386,Low
SHP_08224,SUP_017,Ocean,4634,16.55,702,Low
SHP_08225,SUP_019,Road,970,2.1,741,Standard
SHP_08226,SUP_043,Rail,901,12.79,985,Low
SHP_08227,SUP_022,Road,1650,6.65,653,Low
SHP_08228,SUP_020,Air,1595,9.74,792,Low
SHP_08229,SUP_038,Rail,1790,4.38,589,Low
SHP_08230,SUP_043,Road,919,9.16,455,Standard
SHP_08231,SUP_034,Road,847,11.05,481,Critical
SHP_08232,SUP_023,Road,1293,2.46,721,Standard
SHP_08233,SUP_042,Rail,133,1.84,678,Critical
SHP_08234,SUP_035,Rail,828,10.08,496,Critical
SHP_08235,SUP_014,Air,1640,17.63,753,Low
SHP_08236,SUP_047,Road,1708,14.58,316,Critical
SHP_08237,SUP_026,Rail,277,2.66,746,Low
SHP_08238,SUP_049,Rail,1065,12.68,637,Standard
SHP_08239,SUP_030,Rail,1033,9.06,655,Standard
SHP_08240,SUP_050,Road,1013,14.74,646,Standard
SHP_08241,SUP_028,Rail,1614,2.2,650,Critical
SHP_08242,SUP_012,Rail,1228,9.39,840,Standard
SHP_08243,SUP_035,Air,7381,2.77,515,Critical
SHP_08244,SUP_034,Road,165,9.38,589,Critical
SHP_08245,SUP_047,Road,1369,13.48,498,Standard
SHP_08246,SUP_018,Rail,1350,11.7,917,Critical
SHP_08247,SUP_042,Road,1814,12.21,819,Critical
SHP_08248,SUP_050,Rail,1886,18.92,577,Critical
SHP_08249,SUP_006,Ocean,6754,1.57,572,Standard
SHP_08250,SUP_007,Rail,102,11.28,946,Critical
SHP_08251,SUP_040,Ocean,2896,3.26,946,Critical
SHP_08252,SUP_006,Ocean,1928,3.71,797,Critical
SHP_08253,SUP_033,Air,3793,3.26,448,Low
SHP_08254,SUP_013,Rail,785,7.65,476,Low
SHP_08255,SUP_010,Road,1012,4.11,940,Critical
SHP_08256,SUP_002,Ocean,3739,15.38,261,Critical
SHP_08257,SUP_048,Road,1402,12.47,730,Standard
SHP_08258,SUP_044,Ocean,2439,11.27,789,Standard
SHP_08259,SUP_019,Rail,1809,2.88,493,Low
SHP_08260,SUP_009,Rail,1273,19.81,203,Standard
SHP_08261,SUP_024,Air,5004,5.72,873,Low
SHP_08262,SUP_048,Road,533,18.93,477,Low
SHP_08263,SUP_030,Rail,1660,8.95,359,Standard
SHP_08264,SUP_006,Air,2909,7.76,837,Standard
SHP_08265,SUP_006,Ocean,6454,11.03,944,Standard
SHP_08266,SUP_043,Air,1632,1.32,639,Standard
SHP_08267,SUP_007,Rail,587,9.28,952,Standard
SHP_08268,SUP_045,Road,1059,9.19,397,Standard
SHP_08269,SUP_024,Rail,1713,14.79,835,Low
SHP_08270,SUP_038,Rail,984,18.76,211,Low
SHP_08271,SUP_007,Road,285,2.3,400,Low
SHP_08272,SUP_007,Air,4575,1.32,185,Standard
SHP_08273,SUP_026,Air,7789,19.94,292,Standard
SHP_08274,SUP_037,Rail,1766,16.46,884,Standard
SHP_08275,SUP_001,Road,1630,14.31,349,Standard
SHP_08276,SUP_005,Rail,1263,6.48,127,Standard
SHP_08277,SUP_003,Road,1962,18.44,232,Standard
SHP_08278,SUP_015,Road,1687,18.06,184,Low
SHP_08279,SUP_048,Road,1332,7.73,248,Critical
SHP_08280,SUP_031,Air,6088,15.26,238,Standard
SHP_08281,SUP_005,Road,1316,2.65,954,Critical
SHP_08282,SUP_039,Ocean,1087,19.48,611,Low
SHP_08283,SUP_032,Ocean,5586,1.03,228,Critical
SHP_08284,SUP_018,Road,531,1.25,237,Standard
SHP_08285,SUP_042,Rail,1669,14.12,132,Critical
SHP_08286,SUP_034,Ocean,3170,15.29,764,Standard
SHP_08287,SUP_001,Road,797,15.2,250,Critical
SHP_08288,SUP_024,Air,837,11.28,932,Critical
SHP_08289,SUP_027,Air,5218,14.32,739,Critical
SHP_08290,SUP_028,Road,242,2.95,141,Critical
SHP_08291,SUP_022,Ocean,1769,16.96,727,Critical
SHP_08292,SUP_033,Rail,668,12.91,291,Critical
SHP_08293,SUP_026,Air,1493,6.51,745,Critical
SHP_08294,SUP_006,Road,360,7.29,484,Low
SHP_08295,SUP_004,Rail,787,9.46,892,Standard
SHP_08296,SUP_003,Ocean,3981,2.67,938,Low
SHP_08297,SUP_038,Rail,889,10.45,852,Low
SHP_08298,SUP_042,Rail,1502,9.11,565,Low
SHP_08299,SUP_013,Air,7654,13.35,711,Low
SHP_08300,SUP_043,Ocean,5028,18.77,739,Standard
SHP_08301,SUP_003,Rail,690,15.32,938,Critical
SHP_08302,SUP_031,Road,1456,13.01,619,Critical
SHP_08303,SUP_037,Rail,588,5.48,891,Low
SHP_08304,SUP_046,Road,931,14.03,598,Low
SHP_08305,SUP_041,Air,3797,9.7,456,Low
SHP_08306,SUP_039,Road,1065,12.32,438,Low
SHP_08307,SUP_009,Road,1224,15.21,657,Low
SHP_08308,SUP_046,Road,823,8.85,272,Critical
SHP_08309,SUP_031,Road,719,6.71,424,Standard
SHP_08310,SUP_009,Road,907,18.82,265,Low
SHP_08311,SUP_013,Road,1941,9.63,172,Critical
SHP_08312,SUP_029,Road,1027,3.35,311,Critical
SHP_08313,SUP_049,Air,4134,12.81,449,Standard
SHP_08314,SUP_005,Rail,295,2.33,584,Low
SHP_08315,SUP_042,Road,1056,6.45,883,Low
SHP_08316,SUP_022,Road,1282,7.76,227,Critical
SHP_08317,SUP_007,Ocean,6369,19.86,863,Critical
SHP_08318,SUP_028,Rail,1721,6.08,712,Low
SHP_08319,SUP_043,Ocean,5117,6.62,972,Standard
SHP_08320,SUP_006,Road,1833,2.45,812,Standard
SHP_08321,SUP_019,Air,7856,17.23,534,Low
SHP_08322,SUP_026,Rail,422,5.56,558,Standard
SHP_08323,SUP_036,Road,1457,19.65,781,Critical
SHP_08324,SUP_031,Road,935,1.64,373,Critical
SHP_08325,SUP_038,Air,2914,16.31,439,Low
SHP_08326,SUP_033,Ocean,3822,5.13,324,Standard
SHP_08327,SUP_042,Air,7359,7.91,139,Critical
SHP_08328,SUP_011,Ocean,4849,19.99,683,Low
SHP_08329,SUP_002,Ocean,5230,3.16,928,Low
SHP_08330,SUP_010,Road,1933,19.19,701,Standard
SHP_08331,SUP_018,Rail,665,2.15,314,Low
SHP_08332,SUP_032,Rail,451,9.25,621,Critical
SHP_08333,SUP_010,Ocean,518,13.42,750,Critical
SHP_08334,SUP_010,Road,1425,14.23,390,Critical
SHP_08335,SUP_016,Rail,190,18.73,665,Low
SHP_08336,SUP_030,Road,1192,6.12,691,Critical
SHP_08337,SUP_007,Ocean,2773,13.81,430,Standard
SHP_08338,SUP_014,Road,1204,15.1,241,Standard
SHP_08339,SUP_048,Road,1201,4.99,333,Low
SHP_08340,SUP_001,Rail,509,14.86,451,Standard
SHP_08341,SUP_035,Ocean,6636,9.81,615,Standard
SHP_08342,SUP_014,Rail,1768,16.32,922,Low
SHP_08343,SUP_026,Road,241,3.61,868,Standard
SHP_08344,SUP_014,Road,115,10.02,841,Critical
SHP_08345,SUP_045,Ocean,6570,16.97,127,Standard
SHP_08346,SUP_045,Rail,1527,19.86,453,Critical
SHP_08347,SUP_024,Ocean,5178,6.81,245,Critical
SHP_08348,SUP_046,Air,7039,5.45,769,Low
SHP_08349,SUP_045,Road,1135,9.45,636,Critical
SHP_08350,SUP_028,Rail,1891,7.39,794,Low
SHP_08351,SUP_030,Ocean,7708,4.71,398,Critical
SHP_08352,SUP_021,Air,5363,9.47,641,Standard
SHP_08353,SUP_023,Ocean,3370,7.51,731,Standard
SHP_08354,SUP_006,Road,1751,5.74,625,Low
SHP_08355,SUP_031,Road,398,7.75,646,Critical
SHP_08356,SUP_013,Road,1006,8.15,291,Low
SHP_08357,SUP_013,Road,549,6.73,521,Low
SHP_08358,SUP_027,Road,241,8.81,973,Critical
SHP_08359,SUP_032,Air,1430,15.07,372,Low
SHP_08360,SUP_020,Road,804,18.01,293,Low
SHP_08361,SUP_019,Ocean,6790,19.76,205,Critical
SHP_08362,SUP_040,Air,983,19.04,244,Standard
SHP_08363,SUP_004,Road,1201,5.14,237,Standard
SHP_08364,SUP_004,Road,1596,19.49,690,Critical
SHP_08365,SUP_038,Road,979,16.05,998,Critical
SHP_08366,SUP_042,Rail,276,15.41,879,Low
SHP_08367,SUP_014,Road,1881,19.81,185,Critical
SHP_08368,SUP_015,Rail,1828,8.84,258,Low
SHP_08369,SUP_036,Rail,262,17.92,348,Low
SHP_08370,SUP_033,Air,6121,2.27,665,Standard
SHP_08371,SUP_017,Road,1277,7.03,303,Standard
SHP_08372,SUP_007,Road,1262,8.02,223,Critical
SHP_08373,SUP_045,Road,380,4.27,302,Standard
SHP_08374,SUP_047,Rail,1693,17.28,476,Standard
SHP_08375,SUP_009,Rail,249,3.65,353,Critical
SHP_08376,SUP_033,Road,1952,9.85,934,Standard
SHP_08377,SUP_033,Road,1283,3.76,509,Standard
SHP_08378,SUP_040,Road,1396,7.56,413,Standard
SHP_08379,SUP_001,Rail,1414,3.98,844,Critical
SHP_08380,SUP_040,Road,1974,19.57,995,Low
SHP_08381,SUP_002,Road,469,2.91,414,Low
SHP_08382,SUP_029,Road,1627,16.34,450,Standard
SHP_08383,SUP_038,Rail,1110,13.49,198,Standard
SHP_08384,SUP_017,Ocean,4461,2.31,576,Critical
SHP_08385,SUP_024,Road,1853,17.66,113,Low
SHP_08386,SUP_038,Road,117,13.47,277,Standard
SHP_08387,SUP_007,Ocean,1553,5.72,339,Standard
SHP_08388,SUP_025,Road,1066,2.93,121,Low
SHP_08389,SUP_028,Rail,1302,3.14,632,Critical
SHP_08390,SUP_029,Air,601,4.29,999,Low
SHP_08391,SUP_025,Rail,1838,16.59,640,Standard
SHP_08392,SUP_020,Air,6158,4.35,753,Low
SHP_08393,SUP_006,Ocean,4301,12.24,468,Low
SHP_08394,SUP_004,Rail,1480,5.74,200,Critical
SHP_08395,SUP_006,Rail,1330,6.86,506,Standard
SHP_08396,SUP_042,Rail,1342,3.03,314,Critical
SHP_08397,SUP_037,Rail,1265,12.52,361,Low
SHP_08398,SUP_034,Road,1210,18.44,718,Standard
SHP_08399,SUP_032,Ocean,1563,4.16,400,Low
SHP_08400,SUP_022,Ocean,3406,2.71,379,Standard
SHP_08401,SUP_018,Road,591,16.11,956,Low
SHP_08402,SUP_012,Ocean,5544,6.03,196,Low
SHP_08403,SUP_008,Rail,1599,9.58,118,Standard
SHP_08404,SUP_012,Road,1148,7.05,196,Low
SHP_08405,SUP_044,Road,1623,17.37,450,Standard
SHP_08406,SUP_001,Road,1101,4.73,542,Standard
SHP_08407,SUP_015,Air,6839,19.99,855,Standard
SHP_08408,SUP_033,Road,1558,7.1,663,Low
SHP_08409,SUP_049,Road,1279,5.56,415,Critical
SHP_08410,SUP_002,Road,1714,15.04,493,Low
SHP_08411,SUP_048,Road,314,11.88,564,Critical
SHP_08412,SUP_025,Ocean,1911,8.44,297,Critical
SHP_08413,SUP_012,Road,1138,3.7,195,Low
SHP_08414,SUP_049,Road,1613,7.1,323,Low
SHP_08415,SUP_031,Air,2426,14.42,817,Standard
SHP_08416,SUP_038,Air,6240,9.7,230,Low
SHP_08417,SUP_034,Rail,1422,16.3,476,Low
SHP_08418,SUP_026,Rail,1436,4.23,423,Critical
SHP_08419,SUP_038,Rail,1991,16.1,578,Critical
SHP_08420,SUP_033,Air,2718,11.37,138,Critical
SHP_08421,SUP_037,Rail,345,15.01,834,Low
SHP_08422,SUP_019,Road,947,11.79,170,Critical
SHP_08423,SUP_050,Road,1150,3.08,285,Critical
SHP_08424,SUP_042,Air,5809,13.38,219,Low
SHP_08425,SUP_007,Air,6063,6.09,566,Standard
SHP_08426,SUP_008,Road,1628,17.17,458,Low
SHP_08427,SUP_006,Air,3279,2.53,408,Standard
SHP_08428,SUP_017,Ocean,1890,17.04,212,Standard
SHP_08429,SUP_042,Road,297,13.99,187,Low
SHP_08430,SUP_030,Air,1849,8.93,295,Standard
SHP_08431,SUP_022,Road,610,10.11,231,Standard
SHP_08432,SUP_003,Rail,521,10.33,747,Low
SHP_08433,SUP_037,Air,2953,19.24,924,Critical
SHP_08434,SUP_002,Ocean,7204,6.58,840,Standard
SHP_08435,SUP_027,Ocean,4217,8.52,162,Standard
SHP_08436,SUP_003,Road,706,7.72,499,Low
SHP_08437,SUP_004,Road,1540,4,749,Critical
SHP_08438,SUP_004,Air,7241,13.88,614,Standard
SHP_08439,SUP_034,Rail,176,15.37,287,Critical
SHP_08440,SUP_026,Road,1991,4.41,928,Critical
SHP_08441,SUP_008,Road,1460,3.8,653,Critical
SHP_08442,SUP_017,Road,1872,9.77,444,Standard
SHP_08443,SUP_042,Rail,260,7.08,842,Standard
SHP_08444,SUP_025,Road,1315,3.93,449,Low
SHP_08445,SUP_023,Road,989,10.94,945,Critical
SHP_08446,SUP_035,Rail,890,1.35,661,Low
SHP_08447,SUP_013,Rail,1020,6.48,763,Critical
SHP_08448,SUP_015,Ocean,5365,14.85,906,Standard
SHP_08449,SUP_026,Air,6282,18.04,949,Low
SHP_08450,SUP_035,Rail,1186,14.44,231,Standard
SHP_08451,SUP_029,Rail,1981,11.93,487,Low
SHP_08452,SUP_049,Air,7483,13.94,614,Low
SHP_08453,SUP_035,Rail,223,8.77,882,Standard
SHP_08454,SUP_006,Road,340,14.06,782,Standard
SHP_08455,SUP_001,Ocean,5501,7.15,392,Critical
SHP_08456,SUP_038,Air,2025,7.68,424,Standard
SHP_08457,SUP_029,Rail,1852,17.29,968,Standard
SHP_08458,SUP_034,Road,1089,11.58,959,Critical
SHP_08459,SUP_035,Ocean,1933,18.59,648,Critical
SHP_08460,SUP_036,Road,643,7.12,446,Low
SHP_08461,SUP_013,Ocean,956,9.34,501,Standard
SHP_08462,SUP_019,Ocean,1603,10.39,640,Low
SHP_08463,SUP_020,Road,1874,2.91,748,Critical
SHP_08464,SUP_040,Ocean,3340,13.49,360,Critical
SHP_08465,SUP_031,Ocean,7567,13.48,171,Standard
SHP_08466,SUP_026,Road,1106,10.63,171,Critical
SHP_08467,SUP_019,Road,590,1.5,929,Low
SHP_08468,SUP_010,Road,1514,19.43,541,Low
SHP_08469,SUP_005,Road,205,11.3,370,Critical
SHP_08470,SUP_026,Air,4930,10.51,551,Low
SHP_08471,SUP_001,Road,1846,13.7,885,Standard
SHP_08472,SUP_006,Road,1036,9.78,607,Standard
SHP_08473,SUP_022,Road,1785,8.51,825,Low
SHP_08474,SUP_045,Road,993,7.63,503,Standard
SHP_08475,SUP_033,Ocean,2755,18.61,521,Critical
SHP_08476,SUP_009,Rail,1636,4.06,678,Standard
SHP_08477,SUP_050,Air,3887,7.96,454,Critical
